01/09/2016 07:17 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17212 | STATUS = 5 | DATA = 01/09/2016 7:17 | MOTIVO_CANCELAMENTO = Separar C.I. por falta de cupom fiscal
29/09/2016 09:08 - JT | USUARIO = 10823 | CI = 17629 | STATUS = 3 | DATA = 29/09/2016 9:08 | MOTIVO_CANCELAMENTO = 
29/09/2016 09:43 - JT | USUARIO = 10823 | CI = 17571 | STATUS = 3 | DATA = 29/09/2016 9:43 | MOTIVO_CANCELAMENTO = 
29/09/2016 09:43 - JT | USUARIO = 10823 | CI = 17594 | STATUS = 3 | DATA = 29/09/2016 9:43 | MOTIVO_CANCELAMENTO = 
29/09/2016 09:44 - JT | USUARIO = 10823 | CI = 17634 | STATUS = 3 | DATA = 29/09/2016 9:44 | MOTIVO_CANCELAMENTO = 
29/09/2016 09:44 - JT | USUARIO = 10823 | CI = 17635 | STATUS = 3 | DATA = 29/09/2016 9:44 | MOTIVO_CANCELAMENTO = 
29/09/2016 10:34 - MARCELOGODOI | USUARIO = 11316 | CI = 17631 | STATUS = 7 | DATA = 29/09/2016 10:34 | MOTIVO_CANCELAMENTO = Nosso cálculo preliminar chegou a 45.300. Acordo fechado em 20.000,00.
29/09/2016 11:20 - TADEUMACHADO | USUARIO = 11594 | CI = 17636 | STATUS = 3 | DATA = 29/09/2016 11:20 | MOTIVO_CANCELAMENTO = Por favor, comunicar que esta será a ultima vez que permitiremos visita sem a documentação necessária. Na próxima oportunidade não será permitida a entrada.
29/09/2016 11:20 - TADEUMACHADO | USUARIO = 11594 | CI = 17637 | STATUS = 3 | DATA = 29/09/2016 11:20 | MOTIVO_CANCELAMENTO = 
29/09/2016 11:33 - AREIAS | USUARIO = 10997 | CI = 17639 | STATUS = 7 | DATA = 29/09/2016 11:33 | MOTIVO_CANCELAMENTO = 
29/09/2016 11:33 - AREIAS | USUARIO = 10997 | CI = 17639 | STATUS = 3 | DATA = 29/09/2016 11:33 | MOTIVO_CANCELAMENTO = 
29/09/2016 11:34 - ZEZE | USUARIO = 10931 | CI = 17558 | STATUS = 3 | DATA = 29/09/2016 11:34 | MOTIVO_CANCELAMENTO = 
29/09/2016 11:34 - ZEZE | USUARIO = 10931 | CI = 17638 | STATUS = 7 | DATA = 29/09/2016 11:34 | MOTIVO_CANCELAMENTO = 
29/09/2016 12:11 - DOUGLAS | USUARIO = 11530 | CI = 17631 | STATUS = 3 | DATA = 29/09/2016 12:11 | MOTIVO_CANCELAMENTO = mediante aprovação ACC
29/09/2016 12:11 - DOUGLAS | USUARIO = 11530 | CI = 17638 | STATUS = 3 | DATA = 29/09/2016 12:11 | MOTIVO_CANCELAMENTO = 
29/09/2016 13:27 - AREIAS | USUARIO = 10997 | CI = 17616 | STATUS = 5 | DATA = 29/09/2016 13:27 | MOTIVO_CANCELAMENTO = Erro no preenchimento (Pagamento no cartão).
29/09/2016 13:39 - AREIAS | USUARIO = 10997 | CI = 17641 | STATUS = 7 | DATA = 29/09/2016 13:39 | MOTIVO_CANCELAMENTO = 
29/09/2016 13:39 - AREIAS | USUARIO = 10997 | CI = 17641 | STATUS = 3 | DATA = 29/09/2016 13:39 | MOTIVO_CANCELAMENTO = 
29/09/2016 13:43 - MARCELOGODOI | USUARIO = 11316 | CI = 17640 | STATUS = 7 | DATA = 29/09/2016 13:43 | MOTIVO_CANCELAMENTO = 
29/09/2016 14:07 - ZEZE | USUARIO = 10931 | CI = 17642 | STATUS = 7 | DATA = 29/09/2016 14:07 | MOTIVO_CANCELAMENTO = 
29/09/2016 14:07 - ZEZE | USUARIO = 10931 | CI = 17642 | STATUS = 3 | DATA = 29/09/2016 14:07 | MOTIVO_CANCELAMENTO = 
29/09/2016 14:47 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17632 | STATUS = 3 | DATA = 29/09/2016 14:47 | MOTIVO_CANCELAMENTO = Robson Manfrim Souza
Matheus Delaneza
Cláudio Oliveira da Silva
30/09/2016 07:55 - MARTA | USUARIO = 10847 | CI = 17644 | STATUS = 3 | DATA = 30/09/2016 7:55 | MOTIVO_CANCELAMENTO = Aprovado.
30/09/2016 08:54 - ZEZE | USUARIO = 10931 | CI = 17646 | STATUS = 7 | DATA = 30/09/2016 8:54 | MOTIVO_CANCELAMENTO = 
30/09/2016 08:54 - ZEZE | USUARIO = 10931 | CI = 17646 | STATUS = 3 | DATA = 30/09/2016 8:54 | MOTIVO_CANCELAMENTO = 
30/09/2016 08:54 - ZEZE | USUARIO = 10931 | CI = 17647 | STATUS = 7 | DATA = 30/09/2016 8:54 | MOTIVO_CANCELAMENTO = 
30/09/2016 08:54 - ZEZE | USUARIO = 10931 | CI = 17647 | STATUS = 3 | DATA = 30/09/2016 8:54 | MOTIVO_CANCELAMENTO = 
30/09/2016 09:07 - DORACI | USUARIO = 10886 | CI = 17650 | STATUS = 7 | DATA = 30/09/2016 9:07 | MOTIVO_CANCELAMENTO = 
30/09/2016 09:07 - DORACI | USUARIO = 10886 | CI = 17650 | STATUS = 3 | DATA = 30/09/2016 9:07 | MOTIVO_CANCELAMENTO = 
30/09/2016 09:07 - DORACI | USUARIO = 10886 | CI = 17651 | STATUS = 7 | DATA = 30/09/2016 9:07 | MOTIVO_CANCELAMENTO = 
30/09/2016 09:07 - DORACI | USUARIO = 10886 | CI = 17651 | STATUS = 3 | DATA = 30/09/2016 9:07 | MOTIVO_CANCELAMENTO = 
30/09/2016 10:22 - AREIAS | USUARIO = 10997 | CI = 17654 | STATUS = 3 | DATA = 30/09/2016 10:22 | MOTIVO_CANCELAMENTO = 
30/09/2016 10:52 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17655 | STATUS = 7 | DATA = 30/09/2016 10:52 | MOTIVO_CANCELAMENTO = 
30/09/2016 10:52 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17655 | STATUS = 3 | DATA = 30/09/2016 10:52 | MOTIVO_CANCELAMENTO = 
30/09/2016 10:53 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17643 | STATUS = 7 | DATA = 30/09/2016 10:53 | MOTIVO_CANCELAMENTO = 
30/09/2016 10:53 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17643 | STATUS = 3 | DATA = 30/09/2016 10:53 | MOTIVO_CANCELAMENTO = 
30/09/2016 11:37 - JG | USUARIO = 10849 | CI = 17653 | STATUS = 3 | DATA = 30/09/2016 11:37 | MOTIVO_CANCELAMENTO = ok
30/09/2016 12:24 - DOUGLAS | USUARIO = 11530 | CI = 17640 | STATUS = 3 | DATA = 30/09/2016 12:24 | MOTIVO_CANCELAMENTO = mediante aprovação acc
30/09/2016 12:59 - ACIR | USUARIO = 10839 | CI = 17652 | STATUS = 3 | DATA = 30/09/2016 12:59 | MOTIVO_CANCELAMENTO = 
30/09/2016 13:11 - HEBERTLUCIO | USUARIO = 11635 | CI = 17649 | STATUS = 3 | DATA = 30/09/2016 13:11 | MOTIVO_CANCELAMENTO = 
30/09/2016 13:11 - HEBERTLUCIO | USUARIO = 11635 | CI = 17657 | STATUS = 3 | DATA = 30/09/2016 13:11 | MOTIVO_CANCELAMENTO = 
30/09/2016 13:37 - MARTA | USUARIO = 10847 | CI = 17658 | STATUS = 3 | DATA = 30/09/2016 13:37 | MOTIVO_CANCELAMENTO = Aprovado.
